Date,Account,Service,Cost (USD)
2025-01-25,989586476485,Amazon CloudFront,0.0131222746
2025-01-25,989586476485,Amazon DynamoDB,0.2357540036
2025-01-25,989586476485,Amazon EC2 Container Registry (ECR),7.051370724
2025-01-25,989586476485,EC2 - Other,91.7265549444
2025-01-25,989586476485,Amazon Elastic Compute Cloud - Compute,500.4493326774
2025-01-25,989586476485,Amazon Elastic Container Registry Public,0
2025-01-25,989586476485,Amazon Elastic Container Service for Kubernetes,23.904
2025-01-25,989586476485,Amazon Elastic Load Balancing,34.0292965453
2025-01-25,989586476485,Amazon Relational Database Service,4.8292448661
2025-01-25,989586476485,Amazon Route 53,0.019213836
2025-01-25,989586476485,Amazon Simple Email Service,0.0035749984
2025-01-25,989586476485,Amazon Simple Queue Service,0.0668261552
2025-01-25,989586476485,Amazon Simple Storage Service,106.7131535248
2025-01-25,989586476485,Amazon Virtual Private Cloud,14.7590277142
2025-01-25,989586476485,AmazonCloudWatch,6.8386585274
2025-01-25,989586476485,CloudWatch Events,0.1981220666
2025-01-26,154080667894,AWS Backup,0.0043979877
2025-01-26,154080667894,AWS CloudTrail,0
2025-01-26,154080667894,AWS Cost Explorer,0.0498
2025-01-26,154080667894,AWS Key Management Service,0.0550125072
2025-01-26,154080667894,AWS Secrets Manager,0.0214193544
2025-01-26,154080667894,Amazon DynamoDB,0
2025-01-26,154080667894,EC2 - Other,585.2717296977
2025-01-26,154080667894,Amazon Elastic Compute Cloud - Compute,0.9459132849
2025-01-26,154080667894,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-26,154080667894,Amazon Elastic File System,2.4508599778
2025-01-26,154080667894,Amazon Elastic Load Balancing,15.3490763268
2025-01-26,154080667894,Amazon Simple Storage Service,92.8569447943
2025-01-26,154080667894,Amazon Virtual Private Cloud,8.3672393906
2025-01-26,154080667894,AmazonCloudWatch,0.0803225784
2025-01-26,211125702613,AWS Backup,0.052477288
2025-01-26,211125702613,AWS Key Management Service,0.1627965216
2025-01-26,211125702613,AWS Secrets Manager,0.0428387112
2025-01-26,211125702613,Amazon DynamoDB,0
2025-01-26,211125702613,EC2 - Other,118.7385982124
2025-01-26,211125702613,Amazon Elastic Compute Cloud - Compute,229.2953809803
2025-01-26,211125702613,Amazon Elastic Container Service for Kubernetes,7.968
2025-01-26,211125702613,Amazon Elastic File System,1.4049039794
2025-01-26,211125702613,Amazon Elastic Load Balancing,12.4756293388
2025-01-26,211125702613,Amazon Simple Storage Service,0.4265536333
2025-01-26,211125702613,Amazon Virtual Private Cloud,5.6772
2025-01-26,211125702613,AmazonCloudWatch,0.0000532317
2025-01-26,226032384342,AWS Backup,0.0891385752
2025-01-26,226032384342,AWS CloudTrail,0
2025-01-26,226032384342,AWS Key Management Service,0.0535483872
2025-01-26,226032384342,AWS Secrets Manager,0.0963870984
2025-01-26,226032384342,Amazon DynamoDB,0.0000000947
2025-01-26,226032384342,Amazon EC2 Container Registry (ECR),0.0167682264
2025-01-26,226032384342,EC2 - Other,3.1691473198
2025-01-26,226032384342,Amazon Elastic Compute Cloud - Compute,0.0240597976
2025-01-26,226032384342,Amazon Elastic Container Registry Public,0
2025-01-26,226032384342,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-26,226032384342,Amazon Elastic File System,0.0382884576
2025-01-26,226032384342,Amazon Elastic Load Balancing,1.589678185
2025-01-26,226032384342,Amazon Relational Database Service,0.8687079307
2025-01-26,226032384342,Amazon Simple Storage Service,0.101738642
2025-01-26,226032384342,Amazon Virtual Private Cloud,0.8964
2025-01-26,226032384342,AmazonCloudWatch,0.6385108974
2025-01-26,230864768389,AWS Backup,0.002139464
2025-01-26,230864768389,AWS CloudTrail,0
2025-01-26,230864768389,AWS Cost Explorer,0.0498
2025-01-26,230864768389,AWS Key Management Service,0.0550149972
2025-01-26,230864768389,AWS Secrets Manager,0.0214193544
2025-01-26,230864768389,Amazon DynamoDB,0
2025-01-26,230864768389,EC2 - Other,644.6940674848
2025-01-26,230864768389,Amazon Elastic Compute Cloud - Compute,657.1000544756
2025-01-26,230864768389,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-26,230864768389,Amazon Elastic File System,3.9528777502
2025-01-26,230864768389,Amazon Elastic Load Balancing,35.2038635507
2025-01-26,230864768389,Amazon Simple Storage Service,107.4074009161
2025-01-26,230864768389,Amazon Virtual Private Cloud,13.7483825863
2025-01-26,230864768389,AmazonCloudWatch,0.0026774184
2025-01-26,430832610640,AWS Backup,0.101751066
2025-01-26,430832610640,AWS CloudTrail,0
2025-01-26,430832610640,AWS Global Accelerator,1.9926302925
2025-01-26,430832610640,AWS Key Management Service,0.0267741936
2025-01-26,430832610640,Amazon DynamoDB,0
2025-01-26,430832610640,EC2 - Other,7.5584377735
2025-01-26,430832610640,Amazon Elastic Compute Cloud - Compute,0.0000120478
2025-01-26,430832610640,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-26,430832610640,Amazon Elastic File System,0.038433384
2025-01-26,430832610640,Amazon Elastic Load Balancing,4.8526428812
2025-01-26,430832610640,Amazon Simple Storage Service,0.0001271733
2025-01-26,430832610640,Amazon Virtual Private Cloud,14.7408
2025-01-26,430832610640,AmazonCloudWatch,0.0000701467
2025-01-26,611713488645,AWS Backup,0.0720145883
2025-01-26,611713488645,AWS CloudTrail,0
2025-01-26,611713488645,AWS Glue,0
2025-01-26,611713488645,AWS Key Management Service,0.1070967744
2025-01-26,611713488645,AWS Lambda,0.0000030243
2025-01-26,611713488645,AWS Secrets Manager,0.1070967768
2025-01-26,611713488645,AWS WAF,0.1338709656
2025-01-26,611713488645,Amazon CloudFront,0
2025-01-26,611713488645,Amazon DynamoDB,0
2025-01-26,611713488645,Amazon EC2 Container Registry (ECR),0.0129723624
2025-01-26,611713488645,EC2 - Other,84.0423061623
2025-01-26,611713488645,Amazon Elastic Compute Cloud - Compute,210.7441186413
2025-01-26,611713488645,Amazon Elastic Container Registry Public,0
2025-01-26,611713488645,Amazon Elastic Container Service for Kubernetes,25.2075298706
2025-01-26,611713488645,Amazon Elastic File System,21.6428156016
2025-01-26,611713488645,Amazon Elastic Load Balancing,43.4764293324
2025-01-26,611713488645,Amazon Route 53,0.000136452
2025-01-26,611713488645,Amazon SageMaker,0.996
2025-01-26,611713488645,Amazon Simple Storage Service,28.1029495236
2025-01-26,611713488645,Amazon Virtual Private Cloud,21.8660445143
2025-01-26,611713488645,AmazonCloudWatch,0.1641054671
2025-01-26,611713488645,CloudWatch Events,0
2025-01-26,630754316413,AWS CloudTrail,0
2025-01-26,630754316413,EC2 - Other,4.6810810538
2025-01-26,630754316413,Amazon Elastic Compute Cloud - Compute,0.0000002296
2025-01-26,630754316413,Amazon Elastic Load Balancing,0.9523429541
2025-01-26,630754316413,Amazon Relational Database Service,1.1562238723
2025-01-26,630754316413,Amazon Simple Storage Service,0.0925536405
2025-01-26,630754316413,Amazon Virtual Private Cloud,0.3998963032
2025-01-26,630754316413,AmazonCloudWatch,0.0129773729
2025-01-26,635213132527,AWS CloudTrail,0
2025-01-26,635213132527,Amazon EC2 Container Registry (ECR),0.0009869016
2025-01-26,635213132527,EC2 - Other,12.1951251155
2025-01-26,635213132527,Amazon Elastic Compute Cloud - Compute,8.4126042892
2025-01-26,635213132527,Amazon Elastic File System,0.5722532616
2025-01-26,635213132527,Amazon Elastic Load Balancing,4.2390953495
2025-01-26,635213132527,Amazon Simple Storage Service,1.1658446583
2025-01-26,635213132527,Amazon Virtual Private Cloud,1.992
2025-01-26,635213132527,AmazonCloudWatch,0.0040201782
2025-01-26,668042396284,AWS Backup,10.757414855
2025-01-26,668042396284,AWS Cost Explorer,0.2739
2025-01-26,668042396284,AWS Key Management Service,0.0550473672
2025-01-26,668042396284,AWS Secrets Manager,0.0214193544
2025-01-26,668042396284,Amazon DevOps Guru,0
2025-01-26,668042396284,Amazon DynamoDB,0
2025-01-26,668042396284,EC2 - Other,2296.8968499153
2025-01-26,668042396284,Amazon Elastic Compute Cloud - Compute,80.2647008872
2025-01-26,668042396284,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-26,668042396284,Amazon Elastic File System,75.864503182
2025-01-26,668042396284,Amazon Elastic Load Balancing,79.4206864513
2025-01-26,668042396284,Amazon Relational Database Service,14.8801343457
2025-01-26,668042396284,Amazon Simple Storage Service,35.768402723
2025-01-26,668042396284,Amazon Virtual Private Cloud,11.4167712202
2025-01-26,668042396284,AmazonCloudWatch,254.9030475138
2025-01-26,678990834671,EC2 - Other,0.0195666173
2025-01-26,678990834671,Amazon Elastic Compute Cloud - Compute,0.0002098862
2025-01-26,678990834671,Amazon Simple Storage Service,0.0000862967
2025-01-26,678990834671,Amazon Virtual Private Cloud,1.494
2025-01-26,678990834671,AmazonCloudWatch,0.0000000011
2025-01-26,692457086123,Amazon Simple Storage Service,0.0000897841
2025-01-26,840214516040,Amazon Simple Storage Service,0.0001661825
2025-01-26,888346146368,Amazon Chime Voice Connector a service sold by AMCS LLC,0.0267741936
2025-01-26,888346146368,Amazon Simple Storage Service,0.000827674
2025-01-26,888346146368,AmazonCloudWatch,0.0000000054
2025-01-26,888346146368,"Contact Center Telecommunications (service sold by AMCS, LLC)",0
2025-01-26,915403479018,AWS CloudTrail,0
2025-01-26,915403479018,AWS Cost Explorer,1.7276267935
2025-01-26,915403479018,AWS Glue,0.0174890628
2025-01-26,915403479018,AWS Key Management Service,0.0267741936
2025-01-26,915403479018,Amazon Athena,0.3738486
2025-01-26,915403479018,EC2 - Other,0.0593666756
2025-01-26,915403479018,Amazon QuickSight,2.1498761808
2025-01-26,915403479018,Amazon Simple Notification Service,0.0000002045
2025-01-26,915403479018,Amazon Simple Storage Service,0.3988813258
2025-01-26,915403479018,AmazonCloudWatch,0.0000034167
2025-01-26,915403479018,Savings Plans for AWS Compute usage,996
2025-01-26,929999988963,AWS Backup,0.0055576625
2025-01-26,929999988963,AWS CloudTrail,0
2025-01-26,929999988963,AWS Cost Explorer,0.0498
2025-01-26,929999988963,AWS Key Management Service,0.0817867008
2025-01-26,929999988963,AWS Secrets Manager,0.0214193544
2025-01-26,929999988963,Amazon DynamoDB,0
2025-01-26,929999988963,EC2 - Other,640.1489489852
2025-01-26,929999988963,Amazon Elastic Compute Cloud - Compute,259.8859199305
2025-01-26,929999988963,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-26,929999988963,Amazon Elastic File System,4.9058591991
2025-01-26,929999988963,Amazon Elastic Load Balancing,20.561503474
2025-01-26,929999988963,Amazon Polly,0.84663984
2025-01-26,929999988963,Amazon Simple Storage Service,49.528268973
2025-01-26,929999988963,Amazon Virtual Private Cloud,7.0716008454
2025-01-26,929999988963,AmazonCloudWatch,0.0642580656
2025-01-26,942272457509,AWS Backup,5.287987833
2025-01-26,942272457509,AWS Cost Explorer,0.0498
2025-01-26,942272457509,AWS Glue,0
2025-01-26,942272457509,AWS Key Management Service,0.0550174872
2025-01-26,942272457509,AWS Secrets Manager,0.0214359544
2025-01-26,942272457509,Amazon DynamoDB,0
2025-01-26,942272457509,EC2 - Other,191.5649248268
2025-01-26,942272457509,Amazon Elastic Compute Cloud - Compute,471.1349529552
2025-01-26,942272457509,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-26,942272457509,Amazon Elastic File System,34.2081823049
2025-01-26,942272457509,Amazon Elastic Load Balancing,10.737866356
2025-01-26,942272457509,Amazon Location Service,0.0000083
2025-01-26,942272457509,Amazon Simple Notification Service,0
2025-01-26,942272457509,Amazon Simple Queue Service,0.000000332
2025-01-26,942272457509,Amazon Simple Storage Service,0.6375583259
2025-01-26,942272457509,Amazon Virtual Private Cloud,5.7770620809
2025-01-26,985455604191,Amazon Simple Queue Service,0.109453428
2025-01-26,985455604191,Amazon Simple Storage Service,0.0000989442
2025-01-26,989586476485,AWS Backup,0.1593069814
2025-01-26,989586476485,AWS CloudTrail,6.97659488
2025-01-26,989586476485,AWS Glue,0
2025-01-26,989586476485,AWS Key Management Service,0.0317193336
2025-01-26,989586476485,AWS Lambda,0.8356554581
2025-01-26,989586476485,AWS Secrets Manager,0.643991644
2025-01-26,989586476485,AWS Step Functions,7.4480768415
2025-01-26,989586476485,AWS Systems Manager,68.4201785
2025-01-26,989586476485,AWS WAF,0.1874193528
2025-01-26,989586476485,Amazon API Gateway,43.4487720931
2025-01-26,989586476485,Amazon CloudFront,0.0126185414
2025-01-26,989586476485,Amazon DynamoDB,0.2343462288
2025-01-26,989586476485,Amazon EC2 Container Registry (ECR),7.051370724
2025-01-26,989586476485,EC2 - Other,93.9642537143
2025-01-26,989586476485,Amazon Elastic Compute Cloud - Compute,493.7240127357
2025-01-26,989586476485,Amazon Elastic Container Registry Public,0
2025-01-26,989586476485,Amazon Elastic Container Service for Kubernetes,23.904
2025-01-26,989586476485,Amazon Elastic Load Balancing,35.0579569281
2025-01-26,989586476485,Amazon Relational Database Service,4.8307029353
2025-01-26,989586476485,Amazon Route 53,0.018892128
2025-01-26,989586476485,Amazon Simple Email Service,0.0016627723
2025-01-26,989586476485,Amazon Simple Queue Service,0.0669183848
2025-01-26,989586476485,Amazon Simple Storage Service,108.80694423
2025-01-26,989586476485,Amazon Virtual Private Cloud,14.6464428406
2025-01-26,989586476485,AmazonCloudWatch,6.8139860821
2025-01-26,989586476485,CloudWatch Events,0.1970021629
2025-01-27,154080667894,AWS CloudTrail,0
2025-01-27,154080667894,AWS Cost Explorer,0.0415
2025-01-27,154080667894,AWS Key Management Service,0.0504306216
2025-01-27,154080667894,AWS Secrets Manager,0.0196344082
2025-01-27,154080667894,Amazon DynamoDB,0
2025-01-27,154080667894,EC2 - Other,548.7763672949
2025-01-27,154080667894,Amazon Elastic Compute Cloud - Compute,1.1129665471
2025-01-27,154080667894,Amazon Elastic Container Service for Kubernetes,1.826
2025-01-27,154080667894,Amazon Elastic File System,2.2382606851
2025-01-27,154080667894,Amazon Elastic Load Balancing,18.0414581663
2025-01-27,154080667894,Amazon Simple Storage Service,123.2656715672
2025-01-27,154080667894,Amazon Virtual Private Cloud,7.670269993
2025-01-27,154080667894,AmazonCloudWatch,0.0736290302
2025-01-27,211125702613,AWS Key Management Service,0.1436521878
2025-01-27,211125702613,AWS Secrets Manager,0.0392688186
2025-01-27,211125702613,Amazon DynamoDB,0
2025-01-27,211125702613,EC2 - Other,95.3419700367
2025-01-27,211125702613,Amazon Elastic Compute Cloud - Compute,209.1446271405
2025-01-27,211125702613,Amazon Elastic Container Service for Kubernetes,7.304
2025-01-27,211125702613,Amazon Elastic File System,1.2873221444
2025-01-27,211125702613,Amazon Elastic Load Balancing,11.4064525097
2025-01-27,211125702613,Amazon Simple Storage Service,0.3781584736
2025-01-27,211125702613,Amazon Virtual Private Cloud,5.19995
2025-01-27,211125702613,AmazonCloudWatch,0.0000532317
2025-01-27,226032384342,AWS CloudTrail,0
2025-01-27,226032384342,AWS Key Management Service,0.0479704302
2025-01-27,226032384342,AWS Secrets Manager,0.0883548402
2025-01-27,226032384342,Amazon DynamoDB,0.000000086
2025-01-27,226032384342,Amazon EC2 Container Registry (ECR),0.0153708742
2025-01-27,226032384342,EC2 - Other,2.4914790673
2025-01-27,226032384342,Amazon Elastic Compute Cloud - Compute,0.0396871701
2025-01-27,226032384342,Amazon Elastic Container Registry Public,0
2025-01-27,226032384342,Amazon Elastic Container Service for Kubernetes,3.652
2025-01-27,226032384342,Amazon Elastic File System,0.0350977528
2025-01-27,226032384342,Amazon Elastic Load Balancing,1.4572128489
2025-01-27,226032384342,Amazon Relational Database Service,0.7601213571
2025-01-27,226032384342,Amazon Simple Storage Service,0.101714828
2025-01-27,226032384342,Amazon Virtual Private Cloud,0.80095
2025-01-27,226032384342,AmazonCloudWatch,0.5848312458
2025-01-27,230864768389,AWS CloudTrail,0
2025-01-27,230864768389,AWS Cost Explorer,0.0415
2025-01-27,230864768389,AWS Key Management Service,0.0481994388
2025-01-27,230864768389,AWS Secrets Manager,0.0196344082
2025-01-27,230864768389,Amazon DynamoDB,0
2025-01-27,230864768389,EC2 - Other,595.6297933928
2025-01-27,230864768389,Amazon Elastic Compute Cloud - Compute,603.007274975
2025-01-27,230864768389,Amazon Elastic Container Service for Kubernetes,3.652
2025-01-27,230864768389,Amazon Elastic File System,3.64180894
2025-01-27,230864768389,Amazon Elastic Load Balancing,25.8631504901
2025-01-27,230864768389,Amazon Simple Storage Service,107.7115756265
2025-01-27,230864768389,Amazon Virtual Private Cloud,12.4875337494
2025-01-27,230864768389,AmazonCloudWatch,0.0024543002
2025-01-27,430832610640,AWS CloudTrail,0
2025-01-27,430832610640,AWS Global Accelerator,1.8266003423
2025-01-27,430832610640,AWS Key Management Service,0.0234274194
2025-01-27,430832610640,Amazon DynamoDB,0
2025-01-27,430832610640,EC2 - Other,6.3224355683
2025-01-27,430832610640,Amazon Elastic Compute Cloud - Compute,0.0000079966
2025-01-27,430832610640,Amazon Elastic Container Service for Kubernetes,1.826
2025-01-27,430832610640,Amazon Elastic File System,0.035230602
2025-01-27,430832610640,Amazon Elastic Load Balancing,4.4482560083
2025-01-27,430832610640,Amazon Simple Storage Service,0.0001199335
2025-01-27,430832610640,Amazon Virtual Private Cloud,13.5124
2025-01-27,430832610640,AmazonCloudWatch,0.0000701467
2025-01-27,611713488645,AWS CloudTrail,0
2025-01-27,611713488645,AWS Glue,0
2025-01-27,611713488645,AWS Key Management Service,0.0970738818
2025-01-27,611713488645,AWS Lambda,0.0000011914
2025-01-27,611713488645,AWS Secrets Manager,0.0981720454
2025-01-27,611713488645,AWS WAF,0.1227150518
2025-01-27,611713488645,Amazon Bedrock,0.2537738279
2025-01-27,611713488645,Amazon CloudFront,0
2025-01-27,611713488645,Amazon DynamoDB,0
2025-01-27,611713488645,Amazon EC2 Container Registry (ECR),0.0118913322
2025-01-27,611713488645,EC2 - Other,66.357212049
2025-01-27,611713488645,Amazon Elastic Compute Cloud - Compute,185.4080199363
2025-01-27,611713488645,Amazon Elastic Container Registry Public,0
2025-01-27,611713488645,Amazon Elastic Container Service for Kubernetes,23.1111284277
2025-01-27,611713488645,Amazon Elastic File System,19.8392476348
2025-01-27,611713488645,Amazon Elastic Load Balancing,40.4958305283
2025-01-27,611713488645,Amazon Route 53,0.000613204
2025-01-27,611713488645,Amazon SageMaker,0.913
2025-01-27,611713488645,Amazon Simple Storage Service,26.8987224278
2025-01-27,611713488645,Amazon Virtual Private Cloud,20.08185
2025-01-27,611713488645,AmazonCloudWatch,0.1573191781
2025-01-27,611713488645,CloudWatch Events,0
2025-01-27,630754316413,AWS CloudTrail,0
2025-01-27,630754316413,EC2 - Other,3.6902336701
2025-01-27,630754316413,Amazon Elastic Compute Cloud - Compute,0.0000001836
2025-01-27,630754316413,Amazon Elastic Load Balancing,0.8737447414
2025-01-27,630754316413,Amazon Relational Database Service,1.0116961976
2025-01-27,630754316413,Amazon Simple Storage Service,0.0918937395
2025-01-27,630754316413,Amazon Virtual Private Cloud,0.3652
2025-01-27,630754316413,AmazonCloudWatch,0.0119031698
2025-01-27,635213132527,AWS CloudTrail,0
2025-01-27,635213132527,Amazon EC2 Container Registry (ECR),0.0009046598
2025-01-27,635213132527,EC2 - Other,9.7103025839
2025-01-27,635213132527,Amazon Elastic Compute Cloud - Compute,7.5688088895
2025-01-27,635213132527,Amazon Elastic File System,0.5245654898
2025-01-27,635213132527,Amazon Elastic Load Balancing,3.8858399892
2025-01-27,635213132527,Amazon Simple Storage Service,1.1657003181
2025-01-27,635213132527,Amazon Virtual Private Cloud,1.81355
2025-01-27,635213132527,AmazonCloudWatch,0.0040201782
2025-01-27,668042396284,AWS Cost Explorer,0.2407
2025-01-27,668042396284,AWS Glue,1.0651470676
2025-01-27,668042396284,AWS Key Management Service,0.0504605016
2025-01-27,668042396284,AWS Secrets Manager,0.0196344082
2025-01-27,668042396284,Amazon Athena,2.53398585
2025-01-27,668042396284,Amazon DevOps Guru,0
2025-01-27,668042396284,Amazon DynamoDB,0
2025-01-27,668042396284,EC2 - Other,1754.3255627868
2025-01-27,668042396284,Amazon Elastic Compute Cloud - Compute,82.2322591951
2025-01-27,668042396284,Amazon Elastic Container Service for Kubernetes,1.826
2025-01-27,668042396284,Amazon Elastic File System,70.6070536725
2025-01-27,668042396284,Amazon Elastic Load Balancing,93.27541756
2025-01-27,668042396284,Amazon Polly,0.06558992
2025-01-27,668042396284,Amazon Relational Database Service,13.0201176175
2025-01-27,668042396284,Amazon Simple Storage Service,36.7880227188
2025-01-27,668042396284,Amazon Virtual Private Cloud,10.4912206565
2025-01-27,668042396284,AmazonCloudWatch,276.9134805608
2025-01-27,678990834671,EC2 - Other,0.0155731504
2025-01-27,678990834671,Amazon Elastic Compute Cloud - Compute,0.0001886497
2025-01-27,678990834671,Amazon Simple Storage Service,0.0000776498
2025-01-27,678990834671,Amazon Virtual Private Cloud,1.3695
2025-01-27,678990834671,AmazonCloudWatch,0.0000000011
2025-01-27,692457086123,Amazon Simple Storage Service,0.0000901159
2025-01-27,840214516040,Amazon Simple Storage Service,0.0001776395
2025-01-27,888346146368,Amazon Chime Voice Connector a service sold by AMCS LLC,0.0363144028
2025-01-27,888346146368,Amazon Simple Storage Service,0.0008029375
2025-01-27,888346146368,AmazonCloudWatch,0.0000233867
2025-01-27,888346146368,"Contact Center Telecommunications (service sold by AMCS, LLC)",0
2025-01-27,915403479018,AWS CloudTrail,0
2025-01-27,915403479018,AWS Cost Explorer,1.2118
2025-01-27,915403479018,AWS Glue,0.0226829372
2025-01-27,915403479018,AWS Key Management Service,0.0245430108
2025-01-27,915403479018,Amazon QuickSight,1.9707198324
2025-01-27,915403479018,Amazon Simple Notification Service,0.0000002045
2025-01-27,915403479018,Amazon Simple Storage Service,0.3381300354
2025-01-27,915403479018,AmazonCloudWatch,0.0000034183
2025-01-27,915403479018,Savings Plans for AWS Compute usage,996
2025-01-27,929999988963,AWS CloudTrail,0
2025-01-27,929999988963,AWS Cost Explorer,0.0415
2025-01-27,929999988963,AWS Key Management Service,0.0716268582
2025-01-27,929999988963,AWS Secrets Manager,0.0196344082
2025-01-27,929999988963,Amazon DynamoDB,0
2025-01-27,929999988963,EC2 - Other,577.3009248463
2025-01-27,929999988963,Amazon Elastic Compute Cloud - Compute,252.9832214959
2025-01-27,929999988963,Amazon Elastic Container Service for Kubernetes,1.826
2025-01-27,929999988963,Amazon Elastic File System,4.4936944525
2025-01-27,929999988963,Amazon Elastic Load Balancing,23.1602268084
2025-01-27,929999988963,Amazon Polly,0.77005408
2025-01-27,929999988963,Amazon Simple Storage Service,54.800954595
2025-01-27,929999988963,Amazon Virtual Private Cloud,6.3038509899
2025-01-27,929999988963,AmazonCloudWatch,0.0508709686
2025-01-27,942272457509,AWS Cost Explorer,0.0415
2025-01-27,942272457509,AWS Key Management Service,0.0481994388
2025-01-27,942272457509,AWS Secrets Manager,0.0196344082
2025-01-27,942272457509,Amazon DynamoDB,0
2025-01-27,942272457509,EC2 - Other,156.275952796
2025-01-27,942272457509,Amazon Elastic Compute Cloud - Compute,425.8478727218
2025-01-27,942272457509,Amazon Elastic Container Service for Kubernetes,1.826
2025-01-27,942272457509,Amazon Elastic File System,32.6895669739
2025-01-27,942272457509,Amazon Elastic Load Balancing,11.3804413075
2025-01-27,942272457509,Amazon Simple Storage Service,0.6455302944
2025-01-27,942272457509,Amazon Virtual Private Cloud,5.2956682719
2025-01-27,985455604191,Amazon Simple Queue Service,0.10920642
2025-01-27,985455604191,Amazon Simple Storage Service,0.0000933266
2025-01-27,989586476485,AWS CloudTrail,6.43293741
2025-01-27,989586476485,AWS Glue,0
2025-01-27,989586476485,AWS Key Management Service,0.0377101308
2025-01-27,989586476485,AWS Lambda,0.8375241662
2025-01-27,989586476485,AWS Secrets Manager,0.592406207
2025-01-27,989586476485,AWS Step Functions,6.8321185006
2025-01-27,989586476485,AWS Systems Manager,62.5709195
2025-01-27,989586476485,AWS WAF,0.1718010734
2025-01-27,989586476485,Amazon API Gateway,40.5450115152
2025-01-27,989586476485,Amazon CloudFront,0.0117825559
2025-01-27,989586476485,Amazon DynamoDB,0.2272526965
2025-01-27,989586476485,Amazon EC2 Container Registry (ECR),6.4671053922
2025-01-27,989586476485,EC2 - Other,90.8042566881
2025-01-27,989586476485,Amazon Elastic Compute Cloud - Compute,474.3056727773
2025-01-27,989586476485,Amazon Elastic Container Registry Public,0
2025-01-27,989586476485,Amazon Elastic Container Service,0.781773297
2025-01-27,989586476485,Amazon Elastic Container Service for Kubernetes,21.912
2025-01-27,989586476485,Amazon Elastic Load Balancing,31.738090828
2025-01-27,989586476485,Amazon Relational Database Service,4.0465964053
2025-01-27,989586476485,Amazon Route 53,0.018705876
2025-01-27,989586476485,Amazon Simple Email Service,0.0055701755
2025-01-27,989586476485,Amazon Simple Notification Service,0.0000017456
2025-01-27,989586476485,Amazon Simple Queue Service,0.065606354
2025-01-27,989586476485,Amazon Simple Storage Service,113.7500956926
2025-01-27,989586476485,Amazon Virtual Private Cloud,13.6219611477
2025-01-27,989586476485,AmazonCloudWatch,7.0809223432
2025-01-27,989586476485,CloudWatch Events,0.1976915249
